title,label,processed_title,high_priority_flag
채용공고,1,채용 공고,0
 공개채용  연구직 및 전문직 직원채용 공고,1,공개 채용 연구직 전문직 직원 채용 공고,0
운영 공고,1,운영 공고,0
 공개채용   에코마케팅  신입사원 경력 채용,1,공개 채용 에코 마케팅 신입사원 경력 채용,0
신입 경력 수시채용 공고,1,신입 경력 수시 채용 공고,0
 세종교수학습  대학생에게 필요한 디지털 능력 참가,0,세종 교수 학습 대학생 필요 디지털 능력 참가,1
 공개채용      년 경력사원 모집,1,공개 채용 경력 사원 모집,0
 공개채용   에코마케팅  신입사원 경력 채용,1,공개 채용 에코 마케팅 신입사원 경력 채용,0
제 회 공고,1,공고,0
     하계,1,하계,0
 월 도서관 정기 교육 작성 연계 활용 솔루션 등 ,0,도서관 정기 교육 작성 연계 활용 솔루션,0
    년 장학생 모집공고 안내,0,장학생 모집 공고 안내,0
    학년도 하계 구입,0,하계 구입,0
 교육  academy      안내,1,교육 academy 안내,0
 교육    년 안내,1,교육 안내,0
수시 제작 업체 선정,0,수시 제작 업체 선정,0
 저작권 기술 연구실 대학원생 모집,0,저작권 기술 연구실 대학원생 모집,1
홍보,1,홍보,0
상반기 및 공고,1,공고,0
개인정보 대한,0,개인정보,0
표준현장실습학기제 사전 설명회 참여 안내      학년도  학기 ,1,표준 현장실습 학기제 사전 설명회 참여 안내,1
assistant 채용,1,assistant 채용,0
    년  월 각 부문별 신입 및 경력 채용,1,부문 신입 경력 채용,0
  년 신입직원 공개채용,1,신입 직원 공개 채용,0
    학년도  학기 사이버강좌 기말고사 시행 안내,0,사이버 강좌 기말고사 시행 안내,0
근무 채용공고 지원 가능 ,1,근무 채용 공고 지원,0
이공계 장애 대학생 현장 수행자 모집 안내,1,이공 장애 대학생 현장 수행자 모집 안내,0
    년 상반기 수시채용,1,수시 채용,0
    년 공개채용 홍보 및 추천,1,공개 채용 홍보 추천,0
    년 제 회 여주시 지방임기제공무원 임용시험 재공고,1,여주시 지방 임기 공무원 임용 시험 공고,0
    년  월 채용연계형 인턴 채용,1,채용연계형 인턴 채용,1
    년  월 채용연계형 인턴 채용,1,채용연계형 인턴 채용,1
퍼포먼스 마케팅   제작,1,퍼포먼스 마케팅 제작,0
  모집,1,모집,0
채용공고,1,채용 공고,0
 중앙도서관  자료열람실 휴실 안내,0,중앙도서관 자료 열람실 휴실 안내,0
    학년도 하계계절학기 학점교류 신청,0,하계 계절 학점 교류 신청,1
    학년도 하계계절학기 학점교류 신청,0,하계 계절 학점 교류 신청,1
 봉사        학기 교내 헌혈행사 안내 b동 앞 주차장 ,0,봉사 교내 헌혈 행사 안내 b동 주차장,0
건축도시대학 건축학부 주최 특강  ,1,건축 도시 대학 건축 학부 주최 특강,0
스타트업 특강  차  ,1,스타트업 특강,0
 교육  거점형     학년도 참여 가능,1,교육 거점 참여,0
    년 장학금 공고 안내,0,장학금 공고 안내,0
 마감  기초과학과       학기 대학물리  차 시험감독 보조요원,0,기초 과학 대학 물리 시험 감독 보조 요원,0
    학년도  월  졸업예정자 전공명 선택 안내,0,졸업 예정자 공명 선택 안내,0
     모집,1,모집,0
 조교 채용  조교 모집,0,조교 채용 조교 모집,1
 바이오헬스 혁신융합대학      학년도 하계계절학기 수강신청 안내,0,바이오 헬스 혁신 융합 대학 하계 계절 수강신청 안내,1
 교육  인재 프로젝트 함께하는 온라인,1,교육 인재 프로젝트 온라인,0
 교육      학년도 활용 실무 기초 과정 교육생,1,교육 활용 실무 기초 과정 교육,0
사랑의 헌혈 캠페인 안내,0,사랑 헌혈 캠페인 안내,0
    년 상반기 장학생 선발 공고 안내,0,장학생 선발 공고 안내,0
컨퍼런스,1,컨퍼런스,0
     상반기 채용연계형 인턴십,1,채용연계형 인턴십,1
,1,,0
 세종캠퍼스      년도  학기 사회봉사활동 등록 안내,0,세종 캠퍼스 사회봉사 활동 등록 안내,0
specialist 채용,1,specialist 채용,0
채용,1,채용,0
채용 공고,1,채용 공고,0
청년인재 위한     년 제 차 직원채용 안내,1,청년 인재 직원 채용 안내,0
직무 공고,1,직무 공고,0
   년 school 인턴 선발,1,school 인턴 선발,1
    년,1,,0
    년 제 차 직원 채용 계약직 ,1,직원 채용 계약직,0
신청 일정 안내     년  월,0,신청 일정 안내,0
 시간        온라인 성희롱 성폭력 예방교육,0,시간 온라인 성희롱 성폭력 예방 교육,0
계약직 공고,1,계약직 공고,0
채용 홍보,1,채용 홍보,0
 월 체험형 인턴 모집,1,체험 인턴 모집,1
인턴 채용공고,1,인턴 채용 공고,1
    년 상반기 정규직 및 채용,1,정규직 채용,0
대학원 학칙  및 특수대학원 학칙  개정 의견수렴,0,대학원 학칙 특수 대학원 학칙 개정 의견 수렴,0
 서울 취업진로지원센터  국민취업지원제도     년  월 현장접수 안내  매주 화요일   q동    호 ,1,서울 취업 진로 지원 센터 국민 취업 지원 제도 현장 안내 화요일 q동,1
 봉사        학기 교내 헌혈행사 안내 b동 앞 주차장 ,0,봉사 교내 헌혈 행사 안내 b동 주차장,0
    학년도 재학생 실태조사  ,0,재학생 실태 조사,0
    학년도 하계계절학기 학점교류 신청,0,하계 계절 학점 교류 신청,1
하계방학 표준현장실습학기제 운영 안내,1,하계 방학 표준 현장실습 학기제 운영 안내,1
    학년도 집단상담    참여자 모집 안내,0,집단 상담 참여자 모집 안내,0
 월     취업 진로  온라인 집중 컨설팅 안내,1,취업 진로 온라인 집중 컨설팅 안내,1
    년 대학교 안내,0,대학교 안내,0
 교육      년 반도체 교육생 모집,1,교육 반도체 교육 모집,0
 졸업선배초청      학년도 전문직 현직자       ,1,졸업 선배 초청 전문직 현직자,0
 교육      학년도  학기,1,교육,0
 공개채용  이지자산평가  ai 부문 직원채용,1,공개 채용 이지 자산 평가 ai 부문 직원 채용,0
 교육  인재 프로젝트 온라인,1,교육 인재 프로젝트 온라인,0
 졸업선배초청      학년도 전문직 현직자       ,1,졸업 선배 초청 전문직 현직자,0
     캠퍼스 특허 대회 참가 안내,1,캠퍼스 특허 대회 참가 안내,0
 중앙도서관      년  월 자료열람실 휴실 안내,0,중앙도서관 자료 열람실 휴실 안내,0
 조교채용  행정조교 모집 안내,0,조교 채용 행정 조교 모집 안내,1
 세종교수학습  대학생에게 필요한 디지털 능력 참여자 모집,0,세종 교수 학습 대학생 필요 디지털 능력 참여자 모집,1
     대한민국,1,대한민국,0
신입사원 채용 공고,1,신입사원 채용 공고,0
 공개채용  계약직 및 인턴 채용공고,1,공개 채용 계약직 인턴 채용 공고,1
본사 인턴 채용 공고문 기간 후 정규직 전환   it 채용,1,본사 인턴 채용 공고 기간 정규직 전환 채용,1
 공개채용      년 및 채용 공고,1,공개 채용 채용 공고,0
 인턴채용       채용연계형 인턴십 채용,1,인턴 채용 채용연계형 인턴십 채용,1
    년 제 차 체험형 청년인턴 채용,1,체험 청년 인턴 채용,1
 공개채용      년 상반기 신입사원 공개채용,1,공개 채용 신입사원 공개 채용,0
  공개채용,1,공개 채용,0
    년 체험형 청년인턴 공개채용,1,체험 청년 인턴 공개 채용,1
,1,,0
 공개채용      년 제 회 여주시 지방임기제공무원 임용시험 공고,1,공개 채용 여주시 지방 임기 공무원 임용 시험 공고,0
정규직 채용,1,정규직 채용,0
    년 지역인재 신입사원,1,지역 인재 신입사원,0
정보전산원 공용pc실 대학원 봉사장학생,0,정보 전산원 공용 대학원 봉사 장학생,0
 학기 사회봉사활동 등록 안내,0,사회봉사 활동 등록 안내,0
근로자의    정보전산원 공용pc실 휴실 안내,0,근로자 정보 전산원 공용 휴실 안내,0
    학년도 하계계절학기 학점교류 신청,0,하계 계절 학점 교류 신청,1
대학교육혁신사업단 서울 채용 공고,1,대학 교육 혁신 사업단 서울 채용 공고,0
 서울지방병무청  각 군 현역병 모집일정     년 안내,0,서울지방병무청 현역병 모집 일정 안내,0
각 투어 및 운영 모집 공고,1,투어 운영 모집 공고,0
    년  차 정규직 신입사원 채용공고 안내,1,정규직 신입사원 채용 공고 안내,0
채용 공고,1,채용 공고,0
인턴 채용 공고,1,인턴 채용 공고,1
채용연계형 여름 인턴십,1,채용연계형 여름 인턴십,1
채용연계형 인턴십,1,채용연계형 인턴십,1
admin 채용,1,admin 채용,0
조교 모집,0,조교 모집,1
 중앙도서관  편,1,중앙도서관,0
각 군 현역병 홍보,0,현역병 홍보,0
    년 세종특별자치시 공공데이터 활용 창업경진대회 홍보,1,세종특별자치시 공공 데이터 활용 창업 경진 대회 홍보,0
    년 안내  차 ,1,안내,0
기초과학과       학기 대학물리  차 시험감독 보조요원 모집 모집 ,0,기초 과학 대학 물리 시험 감독 보조 요원 모집 모집,0
 세종캠퍼스  안내,0,세종 캠퍼스 안내,0
프로그램 도우미 student 모집,1,프로그램 도우미 student 모집,1
 중앙도서관  근로자의 날 자료열람실 휴실 안내,0,중앙도서관 근로자 자료 열람실 휴실 안내,0
제 교내 english,1,교내 english,0
 서울 취업진로지원센터  국민취업지원제도 이벤트 행사       ,0,서울 취업 진로 지원 센터 국민 취업 지원 제도 이벤트 행사,1
    학년도   기    기 학군사관후보생 모집,1,학군 사관후보생 모집,0
 교육      년 이공계 대학 원 생 멘토링 멘티 모집,1,교육 이공 대학 멘토링 멘티 모집,0
    학기 대학생 교육기부 프로그램 대학생 동아리 모집 안내,1,대학생 교육 기부 프로그램 대학생 동아리 모집 안내,1
    학년도 하계계절학기 학점교류 신청,0,하계 계절 학점 교류 신청,1
 공개채용  정규직 및 계약직 직원,1,공개 채용 정규직 계약직 직원,0
 인턴채용  채용연계형 인턴 채용,1,인턴 채용 채용연계형 인턴 채용,1
 중앙도서관  대출 완료,0,중앙도서관 대출 완료,0
    학년도 하계계절학기 학점교류 신청,0,하계 계절 학점 교류 신청,1
    학년도 하계계절학기 학점교류 신청,0,하계 계절 학점 교류 신청,1
    학년도 하계계절학기 학점교류 신청,0,하계 계절 학점 교류 신청,1
 대학혁신지원사업  법과대학 주최 교수 초청 특강 시험,1,대학 혁신 지원 사업 대학 주최 교수 초청 특강 시험,1
    학년도 하계계절학기 학점교류 신청,0,하계 계절 학점 교류 신청,1
스타트업 특강  ,1,스타트업 특강,0
인턴 전환형  공고,1,인턴 전환 공고,1
 공개채용      년 신입   경력 사원 채용 영업 ,1,공개 채용 신입 경력 사원 채용 영업,0
associate 채용,1,associate 채용,0
it analyst 채용,1,analyst 채용,0
인턴 채용 공고,1,인턴 채용 공고,1
 공개채용      년  분기 신입 및 경력 채용,1,공개 채용 분기 신입 경력 채용,0
및 채용공고,1,채용 공고,0
신입 대상 채용 포지션,1,신입 대상 채용 포지션,0
     공개 채용 안내,1,공개 채용 안내,0
 공개채용       신입사원,1,공개 채용 신입사원,0
계약직 채용공고,1,계약직 채용 공고,0
 인턴채용  마케팅 인턴 채용,1,인턴 채용 마케팅 인턴 채용,1
 대학혁신지원사업      학년도 상반기 채용 대비 참여자 모집안내,1,대학 혁신 지원 사업 채용 대비 참여자 모집 안내,0
안내,0,안내,0
신청 공고 안내,0,신청 공고 안내,0
 대학혁신지원사업       조형대학 디자인컨버전스학부 emerging creativity workshop 안내,1,대학 혁신 지원 사업 조형 대학 emerge creativity workshop 안내,0
  년도   월 안내,0,안내,0
 졸업선배초청      학년도 전문직 현직자       ,1,졸업 선배 초청 전문직 현직자,0
 바이오헬스 혁신융합대학       academy 안내 및 장학금 지급 ,1,바이오 헬스 혁신 융합 대학 academy 안내 장학금 지급,0
 중앙도서관  서비스 시행,0,중앙도서관 서비스 시행,0
    학년도  학기 장학생 신청 안내,0,장학생 신청 안내,0
    년도 장학생 선발 공고 안내,0,장학생 선발 공고 안내,0
월드프렌즈코리아 해외봉사 단원모집,1,월드 프렌즈 코리아 해외 봉사 단원 모집,0
    학년도  학기 영어 대회 개최 기간 연장 ,1,영어 대회 개최 기간,0
 학기 추가 신청기간 안내,0,추가 신청 기간 안내,0
     공모 대학생 대상 홍보,1,공모 대학생 대상 홍보,0
 중앙도서관      학년도 개최,1,중앙도서관 개최,0
    년 제 차 체험형 청년인턴 채용 공고,1,체험 청년 인턴 채용 공고,1
상반기 직원 채용 공고,1,직원 채용 공고,0
 공개채용  교직원 계약직 모집,1,공개 채용 교직원 계약직 모집,0
상반기 추천채용,1,추천 채용,0
    년 대통령과학장학금 신규 장학생 선발 공고,0,대통령 과학 장학금 신규 장학생 선발 공고,0
논문 프로그램 이용 안내,0,논문 프로그램 이용 안내,1
    년 상반기 채용 안내,0,채용 안내,0
채용 홍보,1,채용 홍보,0
    년 상반기 대졸 신입사원 채용,1,대졸 신입사원 채용,0
직원 채용공고,1,직원 채용 공고,0
 중앙도서관      학년도  차 연구력 강화 및 논문,1,중앙도서관 연구 강화 논문,0
 대학혁신지원사업      년 상반기 채용 대비 면접 특강 참여신청 안내,1,대학 혁신 지원 사업 채용 대비 면접 특강 참여 신청 안내,1
인턴십 참가자 모집,1,인턴십 참가자 모집,1
채용 마감 ,1,채용,0
 중앙도서관   차 연구력 강화 및,1,중앙도서관 연구 강화,0
서울 창업 동아리 모집,1,서울 창업 동아리 모집,0
 서울 취업진로지원센터      년  월 취업 진로     집중컨설팅 예약시간,1,서울 취업 진로 지원 센터 취업 진로 집중 컨설팅 예약 시간,1
 채용설명회  채용설명회   시 ,1,채용 설명회 채용 설명회,0
컴퓨터공학과 중간고사,0,컴퓨터공학 중간고사,0
    년 안내,0,안내,0
    년 장학생 선발,0,장학생 선발,0
 대학혁신지원사업      학년도  학기,0,대학 혁신 지원 사업,0
 학기 국가근로 장학금 추가 신청 안내,0,국가 근로 장학금 추가 신청 안내,0
 채용설명회      년도 공공기관 지역인재 안내,1,채용 설명회 공공 기관 지역 인재 안내,0
 학생 대상 교육 신청 안내,0,학생 대상 교육 신청 안내,0
채용,1,채용,0
    년 우수 채용,1,우수 채용,0
채용 홍보,1,채용 홍보,0
계약직 공고,1,계약직 공고,0
 졸업선배초청      학년도 전문직 현직자 신청,1,졸업 선배 초청 전문직 현직자 신청,0
 봉사        학기 교내  차 헌혈행사 안내 b동 앞 주차장 ,0,봉사 교내 헌혈 행사 안내 b동 주차장,0
및 지원 아르바이트,0,지원 아르바이트,0
assistant 채용 공고,1,assistant 채용 공고,0
정규직 채용 인턴 채용공고,1,정규직 채용 인턴 채용 공고,1
데이터 분석 전문가 모집,1,데이터 분석 전문가 모집,0
제 기 커리어챌린지 장학생 모집 공고 안내,1,커리어 린지 장학생 모집 공고 안내,0
본사 채용 공고,1,본사 채용 공고,0
정규직 전환 인턴 채용 공고,1,정규직 전환 인턴 채용 공고,1
채용 공고,1,채용 공고,0
 대학혁신지원사업       하계 독일 참가 학생,1,대학 혁신 지원 사업 하계 독일 참가 학생,0
    년  학기 안산시 대학생 본인부담 등록금 반값지원 공고 안내,0,안산시 대학생 본인 부담 등록금 반값 지원 공고 안내,0
 대학혁신지원사업  공고,0,대학 혁신 지원 사업 공고,0
안내,0,안내,0
수시 모집,1,수시 모집,0
채용공고,1,채용 공고,0
    학년도 제 학기 대학 원  재학생 납부,0,대학 재학생 납부,0
채용 공고,1,채용 공고,0
 공개채용  및 신입직원 채용,1,공개 채용 신입 직원 채용,0
경영지원본부 채용연계형 인턴 모집,1,경영 지원 본부 채용연계형 인턴 모집,1
대학배구 u리그  경기 안내,0,대학 배구 u리그 경기 안내,0
연구직 채용,1,연구직 채용,0
    학년도 하계계절학기 학점교류 신청,0,하계 계절 학점 교류 신청,1
 인턴채용  교육 콘텐츠 개발 및 연구 인턴 채용,1,인턴 채용 교육 콘텐츠 개발 연구 인턴 채용,1
계약직 공고 홍보,1,계약직 공고 홍보,0
    년 상반기,1,,0
행사 자원봉사자 모집,1,행사 자원봉사 모집,0
 세종캠퍼스      년 상반기 온라인 찾아가는 해외취업 설명회,1,세종 캠퍼스 온라인 해외 취업 설명회,1
 교육  거점형 반도체 및 과정 안내,1,교육 거점 반도체 과정 안내,0
 교육  교육생 모집 과정,1,교육 교육 모집 과정,0
특강  대한 이해 및,0,특강 이해,0
    년 푸른등대 삼성기부장학금 신청 안내,0,푸른 등대 삼성 기부 장학금 신청 안내,0
      대 캠퍼스타운사업단  아이디어톤    월,1,캠퍼스 타운 사업단 아이디어,0
동영상 공모전,1,동영상 공모전,1
    학년도  학기 확인 및 심사 관련 안내,0,확인 심사 관련 안내,0
     청년리더 안내,1,청년 리더 안내,0
상반기 채용,1,채용,0
 공개채용  에코마케팅  상반기 대규모 공개채용,1,공개 채용 에코 마케팅 규모 공개 채용,0
하반기 채용공고,1,채용 공고,0
    년 수시채용 모집,1,수시 채용 모집,0
      학기 홍익 communication up 코칭 과정 참가자 모집,1,communication up 코칭 과정 참가자 모집,0
    년 정부포상 공개검증 의견,0,정부 포상 공개 검증 의견,0
    학년도 제 학기 재입학 신청 안내,0,재입학 신청 안내,0
 인턴채용      년 청년인턴 채용 공고,1,인턴 채용 청년 인턴 채용 공고,1
미국 현지 우수 기업 인턴십 공고,1,미국 현지 우수 기업 인턴십 공고,1
담당자 채용 파견 채용공고,1,담당자 채용 파견 채용 공고,0
 공개채용      년 채용공고,1,공개 채용 채용 공고,0
    년 채용 공고,1,채용 공고,0
신입사원 대규모 공개 채용,1,신입사원 규모 공개 채용,0
     internship,1,internship,0
하반기 신입사원 모집,1,신입사원 모집,0
 공개채용      년  분기 수시채용 일반직 신입 경력 모집,1,공개 채용 분기 수시 채용 일반직 신입 경력 모집,0
 공개채용  서울과학종합대학원  채용공고,1,공개 채용 서울 과학 종합 대학원 채용 공고,0
    년  차 정기채용 채용,1,정기 채용 채용,0
신입 및 경력 채용,1,신입 경력 채용,0
 공개채용       상반기 신입사원 공개 채용,1,공개 채용 신입사원 공개 채용,0
    년 상반기 채용연계형 인턴 모집,1,채용연계형 인턴 모집,1
    년 직원채용,1,직원 채용,0
korea  경력직 global 채용공고,0,korea 경력직 global 채용 공고,0
     상반기 신입직원 채용 홍보 포스터,1,신입 직원 채용 홍보 포스터,0
    학년도  학기 외국어시험 및 확인,1,외국어 시험 확인,0
    년도 장학생 선발 안내,0,장학생 선발 안내,0
푸른등대 삼성기부장학금 신청 안내  세종캠퍼스,0,푸른 등대 삼성 기부 장학금 신청 안내 세종 캠퍼스,0
 홍보  이용한 및 창의적 글쓰기 특강,0,홍보 이용한 창의 글쓰기 특강,0
 중앙도서관      학년도  학기 중간고사 이벤트 안내,0,중앙도서관 중간고사 이벤트 안내,0
 조교채용  조형대학 디자인컨버전스학부 행정조교 모집 안내,0,조교 채용 조형 대학 행정 조교 모집 안내,1
 봉사        학기 교내  차 헌혈행사 안내 b동 앞 주차장 ,0,봉사 교내 헌혈 행사 안내 b동 주차장,0
     세종 서포터즈 모집,1,세종 서포터즈 모집,1
 중앙도서관  중간고사 기간 중 운영 안내,0,중앙도서관 중간고사 기간 운영 안내,0
    년 안내  차 ,0,안내,0
 대학교육혁신사업단   대학교육혁신사업단 전담직원 서울  채용 공고,1,대학 교육 혁신 사업단 대학 교육 혁신 사업단 전담 직원 서울 채용 공고,0
     장학생 선발 공고,1,장학생 선발 공고,0
채용 공고,1,채용 공고,0
 공개채용      년 제 차 계약직 채용,1,공개 채용 계약직 채용,0
 공개채용  컨설턴트 직무 분야 채용,1,공개 채용 컨설턴트 직무 분야 채용,0
 공개채용  채용,1,공개 채용 채용,0
채용공고,1,채용 공고,0
제 회 및 제 회 채용공고,1,채용 공고,0
 졸업선배초청  전문직 현직자 강연 안내,1,졸업 선배 초청 전문직 현직자 강연 안내,0
 공개채용       상반기 신입사원 채용 및,1,공개 채용 신입사원 채용,0
행정직 신규채용,1,행정 신규 채용,0
korea       상반기 bmw hr 인턴 채용 공고,1,korea bmw hr 인턴 채용 공고,1
assistant 채용,1,assistant 채용,0
신입 계약직 채용,1,신입 계약직 채용,0
    년 상반기 채용,1,채용,0
 공개채용  서울과학종합대학원  채용공고,1,공개 채용 서울 과학 종합 대학원 채용 공고,0
  채용,1,채용,0
인턴 모집,1,인턴 모집,1
 공개채용  청년 채용  월,1,공개 채용 청년 채용,0
     상반기 대졸 신입사원 채용,1,대졸 신입사원 채용,0
 대학혁신지원사업       조형대학 디자인컨버전스학부 emerging creativity workshop 안내,1,대학 혁신 지원 사업 조형 대학 emerge creativity workshop 안내,0
    학년도  학기 사이버강좌 중간고사 시험감독 보조요원 모집,0,사이버 강좌 중간고사 시험 감독 보조 요원 모집,0
 대학혁신지원사업      학년도  학기 외국인 유학생 수업 도우미 프로그램 신청,1,대학 혁신 지원 사업 외국인 유학생 수업 도우미 프로그램 신청,1
      대 캠퍼스타운사업단  창업 아카데미 교육생    월,1,캠퍼스 타운 사업단 창업 아카데미 교육,0
정보전산원 공용pc실 휴실,0,정보 전산원 공용 휴실,0
교수 아카데미 사업단 아카데미  기 교육생,1,교수 아카데미 사업단 아카데미 교육,1
    년 홍보,1,홍보,0
세종특별자치시     년 사업 홍보,0,세종특별자치시 사업 홍보,0
     추가 모집,1,추가 모집,0
       재학생,0,재학생,0
       재학생 장애 인식개선,0,재학생 장애 인식 개선,0
세종 참가자 모집,1,세종 참가자 모집,0
학생 창업유망팀 공고,1,학생 창업 유망 팀 공고,0
 중앙도서관  자료열람실 휴실,0,중앙도서관 자료 열람실 휴실,0
신규직원 채용공고,1,신규 직원 채용 공고,0
    년도 및 근무 인턴 후보자 추가 모집,1,근무 인턴 후보자 추가 모집,1
    년  차 수시채용 진행,1,수시 채용 진행,0
신입 계약직 채용공고,1,신입 계약직 채용 공고,0
    년도 하반기 임용,0,임용,0
    년 제 회 임기제공무원 임용시험,1,임기 공무원 임용 시험,0
    년 상반기 신규채용,1,신규 채용,0
직원 공개채용 공고,1,직원 공개 채용 공고,0
     상반기,1,,0
채용,1,채용,0
각 부문별 신입 및 경력 채용,1,부문 신입 경력 채용,0
 분기 직원 채용,1,분기 직원 채용,0
 졸업선배초청      학년도 전문직 현직자       ,1,졸업 선배 초청 전문직 현직자,0
중간고사 시험 보조요원 모집안내,0,중간고사 시험 보조 요원 모집 안내,0
채용공고,1,채용 공고,0
상반기 공개채용,1,공개 채용,0
채용 공고,1,채용 공고,0
 중앙도서관      학년도 개최,1,중앙도서관 개최,0
    년  기 채용연계형 인턴 모집,1,채용연계형 인턴 모집,1
assistant 채용,1,assistant 채용,0
     상반기 공개채용,1,공개 채용,0
    년도 상반기 신규직원,1,신규 직원,0
admin 채용,1,admin 채용,0
    년 상반기 부문 신입 채용,1,부문 신입 채용,0
 차산업혁명캠퍼스,0,산업 혁명 캠퍼스,0
specialist 채용,1,specialist 채용,0
associate 채용 공고,1,associate 채용 공고,0
 모집 대학배구 u리그 모집,1,모집 대학 배구 u리그 모집,0
    년 예비군 기본훈련 공고,0,예비군 기본 훈련 공고,0
특강 안내,1,특강 안내,0
 조교채용  교무처 조교 모집 안내,0,조교 채용 교무처 조교 모집 안내,1
세종특별자치시 개최 안내,0,세종특별자치시 개최 안내,0
    학년도  학기 사이버강좌 중간고사 모집,0,사이버 강좌 중간고사 모집,0
 공개채용  에어퍼스트  엔지니어 모집,1,공개 채용 에어 퍼스트 엔지니어 모집,0
 공개채용  이지자산평가  직원 및,1,공개 채용 이지 자산 평가 직원,0
변경 요청,0,변경 요청,0
    년도 제 회 공개채용,1,공개 채용,0
 월 채용 공고,1,채용 공고,0
 서울캠퍼스  기초과학과 행정조교 모집,0,서울 캠퍼스 기초 과학 행정 조교 모집,1
    년  월 법학적성시험 leet  설명회 개최,1,법학적성시험 leet 설명회 개최,0
대학교 직원 실시,0,대학교 직원 실시,0
    학년도 신청 안내,0,신청 안내,0
 공개채용   한국장애인개발원  기업체 장애인 채용    년  월  차 ,1,공개 채용 한국장애인개발원 기업체 장애인 채용,0
 공개채용      년 하반기 신입사원 채용,1,공개 채용 신입사원 채용,0
상반기 체험형 채용,1,체험 채용,0
 공개채용      년 상반기 신입사원 채용,1,공개 채용 신입사원 채용,0
 공개채용       신입사원,1,공개 채용 신입사원,0
채용,0,채용,0
 모집   모집합니다   추가모집 ,1,모집 모집 추가 모집,0
 조교채용  조교 모집,0,조교 채용 조교 모집,1
    년 외국인 홍보,1,외국인 홍보,0
인턴 모집,1,인턴 모집,1
 공개채용      년 상반기 신입 및 경력 컨설턴트 채용,1,공개 채용 신입 경력 컨설턴트 채용,0
상반기,1,,0
 공개채용  공무직 근로자 채용,1,공개 채용 공무직 근로자 채용,0
 공개채용  에어퍼스트  담당자 채용,1,공개 채용 에어 퍼스트 담당자 채용,0
 공개채용      년 제 회 통영시 임기제공무원 채용,1,공개 채용 통영시 임기 공무원 채용,0
 공개채용  직원 채용,1,공개 채용 직원 채용,0
채용,1,채용,0
장애인 특별전형 모집,1,장애인 전형 모집,0
 공개채용   에코마케팅  ai 마케팅 솔루션 신입사원 채용,1,공개 채용 에코 마케팅 ai 마케팅 솔루션 신입사원 채용,0
채용,1,채용,0
 인턴채용  admin 채용,1,인턴 채용 admin 채용,1
    년 제 차 모집,0,모집,0
 인턴채용  브랜드 마케팅 인턴,1,인턴 채용 브랜드 마케팅 인턴,1
 인턴채용 ,1,인턴 채용,1
 바이오헬스 혁신융합대학      학년도  학기 다전공 신청 안내,0,바이오 헬스 혁신 융합 대학 다전공 신청 안내,0
 마감  기초과학과       학기 대학물리  차 시험감독 보조요원 모집,0,기초 과학 대학 물리 시험 감독 보조 요원 모집,0
 서울 취업진로지원센터  국민취업지원제도 참여자 모집안내,1,서울 취업 진로 지원 센터 국민 취업 지원 제도 참여자 모집 안내,1
인턴 채용,1,인턴 채용,1
신입 경력 채용,1,신입 경력 채용,0
신입 경력 채용,1,신입 경력 채용,0
 중앙도서관  열람실 및 안내,0,중앙도서관 열람실 안내,0
세종인재평생교육진흥원 세종 멘토 모집,1,세종 인재 평생 교육 진흥원 세종 멘토 모집,0
세종특별자치시 서포터즈 모집,1,세종특별자치시 서포터즈 모집,1
 시간       학기 온라인 성희롱 성폭력 예방교육,0,시간 온라인 성희롱 성폭력 예방 교육,0
콘텐츠 박람회  ,1,콘텐츠 박람회,0
전문직 채용,1,전문직 채용,0
 공개채용      년 일반직 직원 채용,1,공개 채용 일반직 직원 채용,0
정규직 채용,1,정규직 채용,0
 공개채용       신입 공개 채용,1,공개 채용 신입 공개 채용,0
 대학혁신지원사업       조형대학 디자인컨버전스학부 emerging creativity workshop 안내,1,대학 혁신 지원 사업 조형 대학 emerge creativity workshop 안내,0
신입사원 채용,1,신입사원 채용,0
    년 하반기 신입사원 채용,1,신입사원 채용,0
     해외 대학 교류 워크샵 참가학생 모집 공고,1,해외 대학 교류 워크샵 참가 학생 모집 공고,0
    학년도  학기 논문 및 개별연구과제 심사 신청,0,논문 개별 연구 과제 심사 신청,0
    년도 상반기 장학생 선발계획 공고 안내,0,장학생 선발 계획 공고 안내,0
 공개채용    년 상반기 신입사원 모집,1,공개 채용 신입사원 모집,0
채용,1,채용,0
포지션 정규직 공고,1,포지션 정규직 공고,0
상반기 전 신입사원 공개채용,1,신입사원 공개 채용,0
신규채용,1,신규 채용,0
     지원사업 보조인력 채용,0,지원 사업 보조 인력 채용,0
 공개채용  이지자산평가  ai 부문 신입 경력 직원채용,1,공개 채용 이지 자산 평가 ai 부문 신입 경력 직원 채용,0
홍문관 변경 안내,0,홍문관 변경 안내,0
디자인 학생증 신청안내,0,디자인 학생증 신청 안내,0
디자인 학생증 신청 안내,0,디자인 학생증 신청 안내,0
 서울      년  차   마감 ,1,서울,0
운영 공고,1,운영 공고,0
 공개채용  이지자산평가  및 및 부문 직원채용,1,공개 채용 이지 자산 평가 부문 직원 채용,0
 공개채용  이지자산평가  경영지원 부문 직원채용,1,공개 채용 이지 자산 평가 경영 지원 부문 직원 채용,0
 공개채용  이지자산평가  마케팅 부문 직원채용,1,공개 채용 이지 자산 평가 마케팅 부문 직원 채용,0
    년 인턴사원 채용 공고,1,인턴 사원 채용 공고,1
